scenarioName,scenarioLoop,stepName,stepLoop,correlationId,requestTimeStamp,responseDelayMilliSec,responseTimeStamp,result,method
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToAllCourses,0,"3db9b51b-af25-4f95-bae7-809bf3d22ec9","2024-01-25T19:24:12.729214",6.0,"2024-01-25T19:24:12.735951",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testRegisterClicked,0,"153d63d3-6c88-41e4-9e0a-0ff5389900dd","2024-01-25T19:24:12.969816",0.0,"2024-01-25T19:24:12.970611",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,logout,0,"e422fc08-8a84-4561-b38f-aa1c1d92820e","2024-01-25T19:24:12.744297",2.0,"2024-01-25T19:24:12.746347",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testFirstButton,0,"ca0407f0-b8fe-40b2-a1e7-79aaedc12f73","2024-01-25T19:24:12.951874",9.0,"2024-01-25T19:24:12.961051",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testUploadImageSuccess,0,"4e550729-7b76-4c57-9eb2-8ae099ddf838","2024-01-25T19:24:12.865367",1.0,"2024-01-25T19:24:12.866622",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testLastButton,0,"43f96b9c-e1e2-4650-bdc5-20839a45f506","2024-01-25T19:24:12.713541",2.0,"2024-01-25T19:24:12.715761",PASSED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"d197e018-bef4-4b40-b461-2d6f13f4627e","2024-01-25T19:24:12.981930",3.0,"2024-01-25T19:24:12.985405",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testUploadImageFailure,0,"83c36136-2552-47e8-b497-0aa7c1b13628","2024-01-25T19:24:12.826002",1.0,"2024-01-25T19:24:12.827596",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckSearch,0,"84112f2a-118d-4d30-8392-ed1050995e9d","2024-01-25T19:24:13.035992",0.0,"2024-01-25T19:24:13.036990",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckSearch,0,"011b7db6-ba1a-4edc-a13a-bef6dd8e6e46","2024-01-25T19:24:12.849684",3.0,"2024-01-25T19:24:12.853469",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testUploadImageSuccess,0,"dd5a56d1-40e9-4e26-b806-edc724af2d34","2024-01-25T19:24:12.963505",0.0,"2024-01-25T19:24:12.964286",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testCommentValidators,0,"299f97be-3451-4ebd-b3e1-300698413fe6","2024-01-25T19:24:12.849643",1.0,"2024-01-25T19:24:12.851200",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckSearch,0,"fad695f9-c3f9-445c-b0dc-90cd52ba3e11","2024-01-25T19:24:12.511887",10.0,"2024-01-25T19:24:12.522806",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testCommentValidators,0,"1c56673d-d646-4329-82a8-4f8aa4f22063","2024-01-25T19:24:12.705977",0.0,"2024-01-25T19:24:12.706790",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToAdmin,0,"8a7aa8a2-ff79-437f-8a1f-3a3acb20f5ba","2024-01-25T19:24:13.069794",0.0,"2024-01-25T19:24:13.070476",PASSED,
"de.ssherlock.system_tests.ui.facelets.RegistrationUITest",0,"testRegistrationValidators",0,"78b5667f-47bf-46de-8d8a-4f53058ad859","2024-01-25T19:24:13.167057",2596.0,"2024-01-25T19:24:15.763753",FAILED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testLastButton,0,"c1602b18-2d93-4e9f-b7aa-5f439b226457","2024-01-25T19:24:13.095418",6.0,"2024-01-25T19:24:13.101462",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testGradeValidators,0,"c5187657-555a-43c7-b2de-4884519dea59","2024-01-25T19:24:12.980029",0.0,"2024-01-25T19:24:12.980699",PASSED,
